id,cau,optionA,optionB,optionC,optionD,optionE,dapan,giaithich
Chuong1_cau277,"277. Ký sinh trùng là một sinh vật …, trong quá trình sống nhờ vào những sinh vật khác đang sống, sử dụng các chất dinh dưỡng của những sinh vật đó, sống phát triển và duy trì sự sống.",Dị dưỡng.,Sống,Tự dưỡng,Tất cả các trên,Tất cả sai,B,Ký sinh trùng là một sinh vật Sống.
Chuong1_cau278,278. Phương thức sinh sản của ký sinh trùng có thể là.,Phương thức sinh sản hữu tính,Sinh sản đơn tính,Sinh sản vô tính,Tất cả đúng,Tất cả sai,D,"KST có thể sinh sản hữu tính, đơn tính, và vô tính."
Chuong1_cau279,"279. Ký sinh trùng muốn sống, phát triển và duy trì nòi giống nhất thiết phải có các điều kiện cần và đủ ngoại trừ.",Môi trường thích hợp,Nhiệt độ cần thiết,Vật chủ tương ứng và khối cảm thụ,Độ ẩm cần thiết,"Tính phong phú của động vật, thực vật và môi trường sống đã tạo một quần thể thích hợp cho ký sinh trùng phát triển",D,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau280,"280. Trong các đặc điểm của bệnh ký sinh trùng, đặc điểm nào quan trọng nhất?",Bệnh lây truyền.,Bệnh thường có tính chất gia đình.,Bệnh thường có tính chất vùng.,Bệnh thường diễn biến mạn tính.,Bệnh thường do nhiều loại ký sinh trùng cùng gây ra.,D,Bệnh lý do KST thường diễn biến Mạn tính.
Chuong1_cau281,281. Ký sinh trùng có đặc điểm.,Thích nghi với môi trường sống của vật chủ.,Thích nghi với dinh dưỡng của vật chủ.,Thích nghi với phản ứng miễn dịch của vật chủ.,Thích nghi với chu kỳ phát triển.,Tất cả các trên đều đúng.,C,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau282,282. Chu kỳ phát triển của ký sinh trùng phải trải qua.,Một vật chủ,Hai vật chủ,Tối thiểu một vật chủ và có thể qua nhiều vật chủ trung gian.,Không qua vật chủ.,Qua môi trường tự nhiên.,C,Chu kỳ KST phải trải qua Tối thiểu một vật chủ và có thể qua nhiều vật chủ trung gian.
Chuong1_cau283,283. Tính đặc hiệu ký sinh của ký sinh trùng là.,Tính đặc hiệu về ký chủ,Tính đặc hiệu về cơ quan,Tính đặc hiệu về giới tính,Tính đặc hiệu về chu kỳ,Tính đặc hiệu về môi trường,A,Tính đặc hiệu KST bao gồm Tính đặc hiệu về ký chủ và nơi ký sinh (cơ quan).
Chuong1_cau284,284. Tác nhân gây bệnh đường ruột thường gặp nhất là.,Ký sinh trùng sốt rét,Lỵ amip,Trùng roi,Giun móc,Giun đũa,B,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau285,285. Bệnh lý do ký sinh trùng thường có tính chất gì?,Cấp tính,Mạn tính,Tính chu kỳ,Bùng phát bất ngờ,Khó tiên đoán,B,Bệnh lý do KST thường diễn biến Mạn tính.
Chuong1_cau286,286. Bệnh ký sinh trùng có thể phòng tránh được bằng cách.,Diệt ký sinh trùng trưởng thành,Diệt ký sinh trùng ở giai đoạn ấu trùng,Diệt ký sinh trùng ở tất cả các giai đoạn phát triển,Tăng cường dinh dưỡng cho vật chủ,Tăng cường miễn dịch tự nhiên,C,Phòng tránh KST bằng cách Diệt KST ở tất cả các giai đoạn phát triển.
Chuong1_cau287,287. Đặc điểm nào sau đây không phải là đặc điểm chung của ký sinh trùng.,Sống nhờ vào vật chủ,Luôn gây tử vong cho vật chủ,Sử dụng các chất dinh dưỡng của vật chủ,Có chu kỳ sống qua nhiều giai đoạn,Có thể sống ngoài vật chủ trong giai đoạn trứng hoặc ấu trùng,B,KST không Luôn gây tử vong cho vật chủ.
Chuong1_cau288,288. Phương pháp phòng bệnh ký sinh trùng đơn giản nhất là.,Rửa tay trước khi ăn và sau khi đi vệ sinh,Uống thuốc giun định kỳ,Tránh ăn thịt sống,Sử dụng thuốc diệt ký sinh trùng,Kiểm tra sức khỏe định kỳ,A,Rửa tay sạch sẽ là phương pháp đơn giản nhất.
Chuong1_cau289,289. Đặc điểm chung của mối liên hệ ‘Hội sinh’.,"Một bên có lợi, một bên không ảnh hưởng",Cả 2 bên cùng có lợi,"Một bên có lợi, một bên có hại",Cả 2 bên cùng có hại,trống,B,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau290,290. Đặc điểm chung về hình thể giun ký sinh.,"Con đực nhỏ hơn con cái, con đực đuôi thẳng, con cái đuôi cong.","Con đực lớn hơn con cái, con đực đuôi cong, con cái đuôi thẳng.","Con đực lớn hơn con cái, con đực đuôi thẳng, con cái đuôi cong.","Con đực nhỏ hơn con cái, con đực đuôi cong, con cái đuôi thẳng.",trống,D,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau291,291. Những yếu tố của dây truyền nhiễm kst chọn ý đúng ĐẠI CG,đường đào thải của kst,mầm bệnh,đường xâm nhập của kst,tất cả,nguồn bệnh,D,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau292,292. Mức độ chiếm thức ăn của kst thay đổi theo những yếu tố nào chọn ý SAI ĐẠI CG,Sự phục hồi của cơ thể vật chủ,Loại kst,Phản ứng của cơ thể,Giai đoạn phát triển trong chu kỳ của kst,Số lượng kst,B,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau293,293. Mức độ tác hại gây kích thích của kst đối với vật chủ phụ thuộc vào ĐẠI CG,Loài kst,Tính phản ứng của cơ thể đối với kích thích,Số lượng kst,trống,trống,A,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau294,294. Sinh vật nào dưới đây không phải kst ĐẠI CG,Giardia intestinalis(Trùng roi thìa),Entamoeba coli(Vi khuẩn đường ruột- Vi sinh),Entamoeba histolytica(Amip),Balantidium Coli(trùng lông),trống,B,Entamoeba coli là KST hội sinh.
Chuong1_cau295,295. Mầm bệnh của kst có thể là chọn ý SAI ĐẠI CG,Trứng,Ấu trùng,Bào nang già,Con trưởng thành,Bào nang non,E,Bào nang non không phải mầm bệnh.
Chuong1_cau296,296. Kỹ thuật dùng trong phương pháp KST học để chẩn đoán bệnh kst là ĐẠI CG,Nhuộm soi,Soi trực tiếp,Nuôi cấy,Quan sát đại thể và nhuộm soi,Quan sát đại thể,C,Nuôi cấy là một kỹ thuật được sử dụng trong chẩn đoán KST học.
Chuong1_cau297,297. Loại chu kì đơn giản 1 là chọn ý SAI ĐẠI CG,Vật chủ chính và vật chủ phụ(loại 2),Không cần vật chủ hoặc không cần ngoại cảnh hoặc chỉ cần 1 vật chủ,Toàn bộ chu kỳ thực hiện ở ngoại cảnh,Không cần tới ngoại cảnh,Cần cả vật chủ và ngoại cảnh,A,Chu kỳ đơn giản (Loại 1) không cần Vật chủ chính và phụ (là đặc điểm của chu kỳ loại 2).
Chuong1_cau298,298. Đặc điểm về sinh sản của kst là ĐẠI CG,Nhiều,Nhanh,Có nhiều hình thức sinh sản,Dễ dàng,Tất cả ý trên,E,"Đặc điểm sinh sản KST là Nhanh, nhiều, có nhiều hình thức sinh sản, dễ dàng."
Chuong1_cau299,299. Đặc điểm sinh tồn của kst phụ thuộc vào ĐẠI CG,Môi trường sống và vật chủ,"Môi trường sống, chu kỳ, vật chủ",Môi trường sống,Chu kỳ,Vật chủ,B,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau300,300. Mức độ gây kích thích cho vật chủ của KST phụ thuộc vào ĐẠI CG,Tính phản ứng với nốt kích thích,Thời gian của những kích thích,Những chất bài xuất của kst,Số lượng KST,Thể trạng của vật chủ,C,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau301,301. Khả năng nhiễm hoặc đề kháng với KST có thể thay đổi theo chọn ý SAI ĐẠI CG,Nghề nghiệp,Tuổi,Nhân chủng,Môi trường,Cơ địa,D,"Khả năng nhiễm/đề kháng bị ảnh hưởng bởi Nghề nghiệp, Tuổi, Nhân chủng, Cơ địa, không phải Môi trường."
Chuong1_cau302,302. Loại chu kỳ phức tạp là ĐẠI CG,Toàn bộ chu kỳ thực hiện ngoại cảnh,Không cần tới ngoại cảnh,vật chủ chính và vật chủ phụ,Không cần vật chủ hoặc không cần ngoại cảnh hoặc chỉ cần 1 vật chủ,Cần cả vật chủ và ngoại cảnh,C,"Chu kỳ phức tạp là chu kỳ gián tiếp, cần vật chủ chính và vật chủ phụ."
Chuong1_cau303,303. Sinh vật nào sau đây không phải là KST ĐẠI CG,Bọ chét,Rận,Ruồi nhà,Muỗi cái,Chấy,C,Ruồi nhà không phải KST.
Chuong1_cau304,304. Kiểu chu kỳ 2 là ĐẠI CG,Toàn bộ chu kỳ được thực hiện ở ngoại cảnh,"KST phát triển trên vật chủ, đào thải mầm bệnh ra ngoại cảnh rồi xâm nhập vào vật chủ mới",KST được đào thải vào vật chủ trung gian rồi vào người,"KST được đào thải ra ngoại cảnh, vào vật chủ trung gian sau đó xâm nhập vào người",Toàn bộ chu kỳ phát triển trên vật chủ,D,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau305,305. Một trong những ảnh hưởng của kst đối với cơ thể vật chủ chọn SAI ĐẠI CG,Gây tắc cơ học,Gây độc,Gây sốt,Vận chuyển mầm bệnh,Chiếm thức ăn,C,"Gây sốt là triệu chứng bệnh, không phải là tác hại trực tiếp của KST."
Chuong1_cau306,306. Những yếu tố của dây truyền nhiễm KST là chọn SAI ĐẠI CG,Đường ra và đường vào của KST,Nguồn bệnh,Ổ bệnh tự nhiên,KHối cảm thụ,Mầm bệnh,C,Ổ bệnh tự nhiên không phải là yếu tố của dây truyền nhiễm KST.
Chuong1_cau307,307. Nguyên tắc phòng chống bệnh kst trừ ĐẠI CG,"Tiến hành lâu dài, các kế hoạch nối tiếp nhau",Tiến hành trên quy mô rộng lớn,Kết hợp điều trị cho người bệnh và diệt vật chủ trung gian truyền bệnh,Có trọng tâm trọng điểm,Xã hội hóa công tác phòng chống,C,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau308,308. Bệnh kst phổ biến nhất ở nước ta ĐẠI CG,Giun đũa,Sốt rét,Giun chỉ,Amip,5,A,Giun đũa là bệnh KST phổ biến nhất ở Việt Nam.
Chuong1_cau309,309. KST nào sau đây là kst gây bệnh ĐẠI CG,Anopheles minimus,Sarcoptes scabiei,Musca domestica,Xenopsylla cheopis,trống,B,Sarcoptes scabiei (Cái ghẻ) là KST gây bệnh.
Chuong1_cau310,310. Vật chủ phụ của KST là Người ĐẠI CG,Mang kst ở giai đoạn sinh sản hữu tính,Mang kst ở thể trưởng thành,Mang kst ở giai đoạn sinh sản vô tính,Mang kst hoặc ở thể kst chưa trưởng thành,trống,D,Vật chủ phụ chứa KST ở giai đoạn sinh sản vô tính hoặc KST chưa trưởng thành.
Chuong1_cau311,311. KSt là những ĐẠI CG,Sinh vật,Vi nấm,Thực vật,Thực vật và vi nấm,Động vật,A,KST là Sinh vật.
Chuong1_cau312,312. vật chủ chính của kst y học là. Người ĐẠI CG,mang kst ở thể trưởng thành,Mang kst hoặc ở thể trưởng thành hoặc có giai đoạn sinh sản hữu tính,mang kst ở giai đoạn sinh sản vô tính,Mang KST ở giai đoạn sinh sản hữu tính,trống,B,Vật chủ chính chứa KST trưởng thành hoặc sinh sản hữu tính.
Chuong1_cau313,313. Bội kst là gì ĐẠI CG,Sống trong cơ thể người nhưng không gây bệnh[ Nhiều kst sống trên vật chủ,Kst vừa có khả năng gây bệnh và truyền bệnh,Một kst ký sinh trên một kst khác,Một kst ký sinh được trên nhiều vật chủ,trống,C,Bội KST là Một KST ký sinh trên một KST khác.
Chuong1_cau314,314. Các hình thức sinh sản của kst là ĐẠI CG,"Vô tính, Hữu tính, phôi tử sinh",8,"Vô tính, hữu tính, đa phôi, phôi tử sinh","Vô tính, hữu tính, đa phôi",Vô tính và hữu tính,C,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau315,"315. Theo danh pháp quốc tế, tên kst bao gồm ĐẠI CG","Tên giống, loài, loài phụ","Tên giống, loài và chủng",Tên giống và loài,Tên loài và chủng,Tên họ và giống,B,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau316,316. Ảnh hưởng quan trọng nhất của KST với vật chủ là ĐẠI CG,Gây độc,Gây tắc cơ học,Gây viêm dị ứng,Vận chuyển mầm bệnh,Chiếm thức ăn,E,Ảnh hưởng quan trọng nhất của KST là Chiếm thức ăn (hao sinh chất).
Chuong1_cau317,317. Hội chứng bệnh kst gồm,"Viêm, nhiễm độc, hao tổn chất, dị ứng","Hao tổn chất, nhiễm độc, dị ứng, sốt","Sốt, dị ứng, viêm, hao tổn chất,","Viêm, nhiễm độc, dị ứng, sốt","Viêm, nhiễm độc, tắc cơ học, hao tổn chất",A,"Hội chứng bệnh KST gồm Viêm, nhiễm độc, hao tổn chất, dị ứng."
Chuong1_cau318,318. Hiện tượng tắc cơ học do kst tùy thuộc vào cá yếu tố chọn SAI,Nhiều kst tập hợp lại với nhau thành 1 khối,Do xác của bạch cầu và đại thực bào,Do phản ứng của cơ thể vật chủ,Do xác kst đã chết,Kích thước của kst,B,Tắc cơ học không phải do xác của bạch cầu và đại thực bào.
Chuong1_cau319,319. mức độ chấn thương của vật chủ có thể thay đổi theo yếu tố sau.1. số lượng ký sinh trùng 2. kích thước ký sinh trùng 3. những tổn thương sẵn có 4. những viêm nhiễm phụ kèm theo 5 phản ứng của cơ thể ĐẠI CG KST,135,134,123,63,145,B,"Mức độ chấn thương thay đổi theo Số lượng KST (1), những tổn thương sẵn có (3), những viêm nhiễm phụ kèm theo (4)."
Chuong1_cau320,320. Đặc điểm về miễn dịch trong bệnh ký sinh trùng.1.Không cao 2. bền vững 3. Không bền vững 4. Thiết lập được trong thời gian ngắn 5. Phải mất thời gian dài mới tạo được miễn dịch ĐẠI CG KST,145,135,123,134,trống,B,"Miễn dịch KST: Không cao (1), Không bền vững (3), Phải mất thời gian dài mới tạo được miễn dịch (5)."
Chuong1_cau321,321. Hình thể ký sinh trùng có đặc điểm . 1. Các loại ký sinh trùng khác nhau có hình thể khác nhau /2.Trong cùng 1 loài ký sinh trùng ở những giai đoạn phát triển khác nhau có hình thể khác nhau/ 3. Biến hình khi môi trường sống thay đổi/ 4. Hình thể phụ thuộc vào vị trí ký sinh / 5. Ấu trùng giống con trưởng thành,135,123,145,134,trống,B,"Hình thể KST có đặc điểm (1), (2), (3)."
Chuong1_cau322,322. Những cơ quan của ký sinh trùng phát triển hoàn chỉnh.1. tiêu hoá 2 bám vào vật chủ 3 chiếm thức ăn 4. bài tiết 5. sinh sản,123,145,234,235,trống,D,"Cơ quan phát triển hoàn chỉnh gồm: bám vào vật chủ (2), chiếm thức ăn (3), sinh sản (5)."
Chuong1_cau323,323. Phương pháp chẩn đoán miễn dịch học trong bệnh ký sinh trùng có ưu điểm.1. chẩn đoán nhanh 2. chẩn đoán được ký sinh trùng ở trong phủ tạng 3. chẩn đoán được hàng loạt 4. ít tốn kinh phí 5. ít tốn công sức thời gian,123,135,234,C. 235,trống,D,"Ưu điểm của chẩn đoán miễn dịch: chẩn đoán được KST ở tạng (2), chẩn đoán hàng loạt (3), ít tốn công sức thời gian (5)."
Chuong1_cau324,324. Ký sinh trùng lạc chủ lý sinh ở đâu,Cả vật chủ chính và vật chủ phụ,Vật chủ trung gian,Vật chủ chính,Vật chủ phụ,Vật chủ bất thường,D,KST lạc chủ ký sinh ở Vật chủ bất thường.
Chuong1_cau325,325. Các đặc điểm của bệnh kst gồm,"Phổ biến theo vung, lâu dài, trầm lặng,Dễ thành mãn tinh","Có thời hạn, cấp tính, trầm lặng,Lâu dài","Có thời hạn, cấp tính, trầm lặng, lâu dài, phổ biến theo vung","Phổ biến theo vùng, có thời hạn,trầm lặng và lâu dài","Phổ biến theo vùng, có thời hạn, cấp tinh và diễn biến lâu dài",D,"Đặc điểm KST: Phổ biến theo vùng, có thời hạn, trầm lặng và lâu dài."
Chuong1_cau326,326. Người mang kst Không có biểu hiện bệnh lý gọi là,Người lành mang trùng,Vật chủ phụ,Sinh vật vận chuyển mầm bệnh,Vật củ,Khối cảm thụ,A,Người mang KST không có biểu hiện bệnh lý gọi là Người lành mang trùng.
